0.550;Ankle_left;-0.274;-0.365;0.004
0.550;Ankle_right;0.229;-0.401;-0.009
0.550;Elbow_left;-0.265;-0.063;-0.076
0.550;Elbow_right;0.247;-0.021;-0.114
0.550;Foot_left;0.000;0.000;0.000
0.550;Foot_right;0.000;0.000;0.000
0.550;Hand_left;-0.270;-0.375;0.025
0.550;Hand_right;0.313;-0.349;0.001
0.550;Head;-0.006;0.500;-0.065
0.550;Hip_center;0.015;-0.018;-0.060
0.550;Hip_left;-0.059;-0.099;-0.036
0.550;Hip_right;0.100;-0.096;-0.056
0.550;Knee_Right;-0.092;-0.248;0.270
0.550;Knee_left;0.232;-0.252;0.204
0.550;Shoulder_center;-0.008;0.306;-0.109
0.550;Shoulder_left;-0.188;0.190;-0.087
0.550;Shoulder_right;0.170;0.204;-0.132
0.550;Spine;0.006;0.028;-0.106
0.550;Wrist_left;-0.283;-0.270;-0.006
0.550;Wrist_right;0.305;-0.250;-0.039
0.780;Ankle_left;-0.285;-0.365;0.012
0.780;Ankle_right;0.236;-0.398;-0.012
0.780;Elbow_left;-0.265;-0.062;-0.077
0.780;Elbow_right;0.247;-0.020;-0.114
0.780;Foot_left;0.000;0.000;0.000
0.780;Foot_right;0.000;0.000;0.000
0.780;Hand_left;-0.268;-0.358;0.019
0.780;Hand_right;0.312;-0.351;0.003
0.780;Head;-0.006;0.501;-0.067
0.780;Hip_center;0.015;-0.018;-0.061
0.780;Hip_left;-0.058;-0.099;-0.037
0.780;Hip_right;0.100;-0.096;-0.057
0.780;Knee_Right;-0.092;-0.246;0.270
0.780;Knee_left;0.216;-0.251;0.222
0.780;Shoulder_center;-0.008;0.306;-0.110
0.780;Shoulder_left;-0.189;0.190;-0.088
0.780;Shoulder_right;0.170;0.205;-0.133
0.780;Spine;0.006;0.029;-0.107
0.780;Wrist_left;-0.284;-0.270;-0.008
0.780;Wrist_right;0.305;-0.256;-0.039
1.010;Ankle_left;-0.274;-0.377;0.009
1.010;Ankle_right;0.290;-0.341;-0.044
1.010;Elbow_left;-0.268;-0.061;-0.081
1.010;Elbow_right;0.254;-0.047;-0.108
1.010;Foot_left;0.000;0.000;0.000
1.010;Foot_right;0.000;0.000;0.000
1.010;Hand_left;-0.273;-0.357;0.022
1.010;Hand_right;0.312;-0.350;0.002
1.010;Head;-0.006;0.502;-0.069
1.010;Hip_center;0.013;-0.016;-0.064
1.010;Hip_left;-0.059;-0.095;-0.040
1.010;Hip_right;0.098;-0.097;-0.059
1.010;Knee_Right;-0.091;-0.246;0.273
1.010;Knee_left;0.198;-0.255;0.236
1.010;Shoulder_center;-0.008;0.308;-0.113
1.010;Shoulder_left;-0.189;0.192;-0.090
1.010;Shoulder_right;0.171;0.204;-0.136
1.010;Spine;0.005;0.030;-0.110
1.010;Wrist_left;-0.286;-0.267;-0.009
1.010;Wrist_right;0.305;-0.253;-0.042
1.301;Ankle_left;-0.279;-0.371;0.010
1.301;Ankle_right;0.225;-0.375;-0.035
1.301;Elbow_left;-0.269;-0.060;-0.079
1.301;Elbow_right;0.255;-0.038;-0.109
1.301;Foot_left;0.000;0.000;0.000
1.301;Foot_right;0.000;0.000;0.000
1.301;Hand_left;-0.271;-0.357;0.021
1.301;Hand_right;0.316;-0.341;0.005
1.301;Head;-0.005;0.502;-0.068
1.301;Hip_center;0.016;-0.016;-0.065
1.301;Hip_left;-0.057;-0.095;-0.041
1.301;Hip_right;0.101;-0.097;-0.062
1.301;Knee_Right;-0.081;-0.253;0.272
1.301;Knee_left;0.187;-0.270;0.240
1.301;Shoulder_center;-0.006;0.307;-0.111
1.301;Shoulder_left;-0.188;0.191;-0.090
1.301;Shoulder_right;0.174;0.204;-0.136
1.301;Spine;0.008;0.031;-0.111
1.301;Wrist_left;-0.285;-0.267;-0.008
1.301;Wrist_right;0.309;-0.247;-0.042
1.562;Ankle_left;-0.282;-0.366;0.006
1.562;Ankle_right;0.286;-0.344;-0.044
1.562;Elbow_left;-0.268;-0.060;-0.085
1.562;Elbow_right;0.252;-0.016;-0.121
1.562;Foot_left;0.000;0.000;0.000
1.562;Foot_right;0.000;0.000;0.000
1.562;Hand_left;-0.271;-0.357;0.015
1.562;Hand_right;0.315;-0.333;-0.008
1.562;Head;-0.009;0.504;-0.080
1.562;Hip_center;0.016;-0.016;-0.071
1.562;Hip_left;-0.057;-0.096;-0.046
1.562;Hip_right;0.101;-0.096;-0.067
1.562;Knee_Right;-0.089;-0.244;0.266
1.562;Knee_left;0.196;-0.262;0.232
1.562;Shoulder_center;-0.006;0.309;-0.119
1.562;Shoulder_left;-0.189;0.192;-0.096
1.562;Shoulder_right;0.171;0.206;-0.141
1.562;Spine;0.008;0.031;-0.116
1.562;Wrist_left;-0.286;-0.266;-0.013
1.562;Wrist_right;0.308;-0.237;-0.047
1.881;Ankle_left;-0.278;-0.367;-0.002
1.881;Ankle_right;0.289;-0.345;-0.050
1.881;Elbow_left;-0.267;-0.059;-0.091
1.881;Elbow_right;0.251;-0.020;-0.125
1.881;Foot_left;0.000;0.000;0.000
1.881;Foot_right;0.241;-0.413;-0.020
1.881;Hand_left;-0.271;-0.358;0.011
1.881;Hand_right;0.316;-0.338;-0.013
1.881;Head;-0.009;0.506;-0.088
1.881;Hip_center;0.016;-0.015;-0.073
1.881;Hip_left;-0.056;-0.094;-0.049
1.881;Hip_right;0.100;-0.096;-0.069
1.881;Knee_Right;-0.090;-0.224;0.273
1.881;Knee_left;0.202;-0.267;0.220
1.881;Shoulder_center;-0.006;0.311;-0.122
1.881;Shoulder_left;-0.188;0.191;-0.098
1.881;Shoulder_right;0.170;0.206;-0.145
1.881;Spine;0.008;0.031;-0.119
1.881;Wrist_left;-0.285;-0.264;-0.017
1.881;Wrist_right;0.309;-0.245;-0.050
2.163;Ankle_left;-0.274;-0.368;-0.011
2.163;Ankle_right;0.272;-0.348;-0.044
2.163;Elbow_left;-0.265;-0.058;-0.096
2.163;Elbow_right;0.248;-0.016;-0.127
2.163;Foot_left;0.000;0.000;0.000
2.163;Foot_right;0.238;-0.424;-0.015
2.163;Hand_left;-0.272;-0.362;0.004
2.163;Hand_right;0.316;-0.337;-0.023
2.163;Head;-0.009;0.507;-0.097
2.163;Hip_center;0.015;-0.013;-0.077
2.163;Hip_left;-0.059;-0.092;-0.054
2.163;Hip_right;0.099;-0.095;-0.071
2.163;Knee_Right;-0.096;-0.228;0.267
2.163;Knee_left;0.207;-0.256;0.213
2.163;Shoulder_center;-0.007;0.313;-0.129
2.163;Shoulder_left;-0.190;0.192;-0.104
2.163;Shoulder_right;0.170;0.207;-0.150
2.163;Spine;0.007;0.033;-0.123
2.163;Wrist_left;-0.286;-0.262;-0.023
2.163;Wrist_right;0.308;-0.243;-0.051
2.438;Ankle_left;-0.268;-0.370;-0.014
2.438;Ankle_right;0.284;-0.345;-0.054
2.438;Elbow_left;-0.265;-0.062;-0.093
2.438;Elbow_right;0.248;-0.017;-0.126
2.438;Foot_left;0.000;0.000;0.000
2.438;Foot_right;0.242;-0.414;-0.018
2.438;Hand_left;-0.266;-0.366;0.005
2.438;Hand_right;0.320;-0.340;-0.020
2.438;Head;-0.011;0.505;-0.099
2.438;Hip_center;0.017;-0.014;-0.077
2.438;Hip_left;-0.055;-0.093;-0.054
2.438;Hip_right;0.101;-0.096;-0.070
2.438;Knee_Right;-0.096;-0.243;0.260
2.438;Knee_left;0.215;-0.254;0.211
2.438;Shoulder_center;-0.007;0.312;-0.127
2.438;Shoulder_left;-0.189;0.191;-0.104
2.438;Shoulder_right;0.170;0.205;-0.148
2.438;Spine;0.008;0.032;-0.123
2.438;Wrist_left;-0.283;-0.266;-0.021
2.438;Wrist_right;0.313;-0.247;-0.050
2.716;Ankle_left;-0.268;-0.370;-0.011
2.716;Ankle_right;0.258;-0.338;-0.041
2.716;Elbow_left;-0.266;-0.063;-0.091
2.716;Elbow_right;0.245;-0.024;-0.127
2.716;Foot_left;-0.215;-0.441;-0.006
2.716;Foot_right;0.259;-0.426;-0.037
2.716;Hand_left;-0.263;-0.366;0.007
2.716;Hand_right;0.314;-0.343;-0.019
2.716;Head;-0.013;0.506;-0.100
2.716;Hip_center;0.013;-0.016;-0.077
2.716;Hip_left;-0.061;-0.096;-0.051
2.716;Hip_right;0.098;-0.096;-0.072
2.716;Knee_Right;-0.094;-0.242;0.263
2.716;Knee_left;0.225;-0.244;0.205
2.716;Shoulder_center;-0.009;0.313;-0.127
2.716;Shoulder_left;-0.190;0.191;-0.105
2.716;Shoulder_right;0.168;0.205;-0.149
2.716;Spine;0.005;0.031;-0.123
2.716;Wrist_left;-0.281;-0.268;-0.020
2.716;Wrist_right;0.307;-0.249;-0.050
3.007;Ankle_left;-0.275;-0.363;-0.011
3.007;Ankle_right;0.245;-0.337;-0.038
3.007;Elbow_left;-0.266;-0.060;-0.092
3.007;Elbow_right;0.246;-0.036;-0.125
3.007;Foot_left;-0.219;-0.431;-0.011
3.007;Foot_right;0.258;-0.424;-0.033
3.007;Hand_left;-0.265;-0.363;0.004
3.007;Hand_right;0.313;-0.334;-0.018
3.007;Head;-0.014;0.506;-0.100
3.007;Hip_center;0.012;-0.015;-0.080
3.007;Hip_left;-0.061;-0.095;-0.057
3.007;Hip_right;0.097;-0.096;-0.075
3.007;Knee_Right;-0.093;-0.238;0.263
3.007;Knee_left;0.215;-0.239;0.212
3.007;Shoulder_center;-0.011;0.312;-0.127
3.007;Shoulder_left;-0.192;0.191;-0.105
3.007;Shoulder_right;0.167;0.204;-0.148
3.007;Spine;0.004;0.032;-0.126
3.007;Wrist_left;-0.283;-0.264;-0.020
3.007;Wrist_right;0.306;-0.243;-0.051
3.307;Ankle_left;-0.276;-0.366;-0.009
3.307;Ankle_right;0.242;-0.354;-0.038
3.307;Elbow_left;-0.267;-0.062;-0.089
3.307;Elbow_right;0.242;-0.022;-0.124
3.307;Foot_left;-0.219;-0.431;-0.011
3.307;Foot_right;0.258;-0.424;-0.033
3.307;Hand_left;-0.266;-0.366;0.004
3.307;Hand_right;0.307;-0.341;-0.018
3.307;Head;-0.014;0.505;-0.097
3.307;Hip_center;0.008;-0.017;-0.075
3.307;Hip_left;-0.066;-0.097;-0.048
3.307;Hip_right;0.093;-0.097;-0.071
3.307;Knee_Right;-0.098;-0.244;0.264
3.307;Knee_left;0.258;-0.224;0.170
3.307;Shoulder_center;-0.012;0.311;-0.125
3.307;Shoulder_left;-0.192;0.191;-0.103
3.307;Shoulder_right;0.167;0.204;-0.144
3.307;Spine;0.001;0.030;-0.121
3.307;Wrist_left;-0.283;-0.267;-0.020
3.307;Wrist_right;0.300;-0.247;-0.047
3.607;Ankle_left;-0.280;-0.362;-0.002
3.607;Ankle_right;0.261;-0.337;-0.036
3.607;Elbow_left;-0.266;-0.060;-0.088
3.607;Elbow_right;0.244;-0.024;-0.122
3.607;Foot_left;-0.219;-0.431;-0.011
3.607;Foot_right;0.258;-0.424;-0.033
3.607;Hand_left;-0.269;-0.364;0.008
3.607;Hand_right;0.310;-0.334;-0.015
3.607;Head;-0.013;0.505;-0.094
3.607;Hip_center;0.011;-0.016;-0.074
3.607;Hip_left;-0.062;-0.096;-0.049
3.607;Hip_right;0.095;-0.098;-0.069
3.607;Knee_Right;-0.171;-0.209;0.219
3.607;Knee_left;0.206;-0.239;0.233
3.607;Shoulder_center;-0.011;0.310;-0.123
3.607;Shoulder_left;-0.192;0.190;-0.101
3.607;Shoulder_right;0.167;0.203;-0.142
