0.772;Ankle_left;-0.169;-0.714;-0.007
0.772;Ankle_right;0.112;-0.714;-0.072
0.772;Elbow_left;-0.220;0.014;-0.048
0.772;Elbow_right;0.195;0.031;-0.159
0.772;Foot_left;0.000;0.000;0.000
0.772;Foot_right;0.000;0.000;0.000
0.772;Hand_left;-0.213;-0.263;0.007
0.772;Hand_right;0.267;-0.272;-0.110
0.772;Head;0.006;0.568;-0.050
0.772;Hip_center;0.008;-0.019;-0.089
0.772;Hip_left;-0.059;-0.098;-0.063
0.772;Hip_right;0.081;-0.089;-0.112
0.772;Knee_Right;0.096;-0.399;-0.098
0.772;Knee_left;-0.115;-0.404;-0.041
0.772;Shoulder_center;-0.006;0.370;-0.082
0.772;Shoulder_left;-0.161;0.263;-0.056
0.772;Shoulder_right;0.150;0.283;-0.160
0.772;Spine;-0.005;0.044;-0.118
0.772;Wrist_left;-0.223;-0.202;-0.012
0.772;Wrist_right;0.260;-0.202;-0.142
0.951;Ankle_left;-0.167;-0.713;-0.006
0.951;Ankle_right;0.112;-0.714;-0.072
0.951;Elbow_left;-0.220;0.016;-0.048
0.951;Elbow_right;0.194;0.033;-0.159
0.951;Foot_left;0.000;0.000;0.000
0.951;Foot_right;0.000;0.000;0.000
0.951;Hand_left;-0.213;-0.262;0.007
0.951;Hand_right;0.267;-0.270;-0.115
0.951;Head;0.006;0.568;-0.051
0.951;Hip_center;0.008;-0.019;-0.089
0.951;Hip_left;-0.058;-0.098;-0.062
0.951;Hip_right;0.081;-0.089;-0.112
0.951;Knee_Right;0.096;-0.399;-0.098
0.951;Knee_left;-0.114;-0.406;-0.041
0.951;Shoulder_center;-0.006;0.370;-0.082
0.951;Shoulder_left;-0.162;0.263;-0.056
0.951;Shoulder_right;0.150;0.284;-0.160
0.951;Spine;-0.005;0.045;-0.119
0.951;Wrist_left;-0.223;-0.202;-0.012
0.951;Wrist_right;0.260;-0.201;-0.143
1.227;Ankle_left;-0.165;-0.713;-0.007
1.227;Ankle_right;0.086;-0.713;-0.074
1.227;Elbow_left;-0.218;0.022;-0.046
1.227;Elbow_right;0.194;0.038;-0.157
1.227;Foot_left;0.000;0.000;0.000
1.227;Foot_right;0.000;0.000;0.000
1.227;Hand_left;-0.214;-0.263;0.004
1.227;Hand_right;0.268;-0.265;-0.118
1.227;Head;0.006;0.568;-0.051
